name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
Lyra Perfume Oil,"Much has been made of Lyra the lyre, which is a gorgeous constellation deserving of the most lovely lovely fragrance, strong and glorious. White Amber, white oude, white (sharp) musk, a small small amount of a water accord, a tobacco flower background, a small amount of silk fragrance. It's really a beauty.",https://possets.com/wp-content/uploads/2016/05/products-lyra-e1612923287632-600x597.jpg,Possets,[],[],[],https://possets.com/product/lyra-perfume-oil/
Void Perfume Oil,"Void--The heart of cold, proud springtime. Deceptive simplicity. Sandalwood acts as a seductive and earthy base for a bed of grapefruit and refined grapefruit-expressed oil to lie down on. Very cerebral seduction going on here, where food actually provides the cold logic and unusual task and aspect. White and pink grapefruit, a concentrate of grapefruit which is meant to make it last longer than the lilt of a fleeting top note. Sharp and insistent but loaded with charm. This is constructed to mimic the vacuum of deep space where Sacred Geometry begins. Without the void, there can be no geometer. Foody, resinous, dark, almost unbearably sophisticated.",https://possets.com/wp-content/uploads/2013/04/void-600x600.jpg,Possets,[],[],[],https://possets.com/product/void-perfume-oil/
Dangerous Oil Perfume Oil,"Dark and heady, what even Madame X would wear if she had to be assured of a conquest. Dangerous Oil is infused with the finest of rare things. Six musks from blackest black up through a rare and gorgeous in itself purple/blue musk hybrid. A good jolt of labdenum and an edge of cognac. The heart note is an entire chypre made only for this project and used for no other. There is a fresh and almost gardenia-like part to this (but there is no gardenia in it), it is not a floral but a resinous blend but there is a mesmerizing beauty to it.",https://possets.com/wp-content/uploads/2009/11/Dangerous-Oil-600x600.jpg,Possets,"[""is an entire chypre made only for this project"", ""used for no other""]",[],[],https://possets.com/product/dangerous-oil-perfume-oil/
Portrait of Jane Small (Holbein) Perfume Oil,"Jane Small was a very good-looking woman, especially when people suffered from various illnesses, malformations, and the like. She would have been considered a beauty even today. She was the trophy wife of a very rich man, and Hans Holbein commemorated her beauty in this charming miniature, the likes of which he did of Henry VIII's queens. This deep summer peach scent opens with the awakening properties of the peach pit (it tastes like bitter almond and smells that way because it is full of cyanide, so don't eat one). Then the succulent, sweet summery smell of peach comes blooming out of the blend. There are actually three sorts of peach scents in here and a couple of secret-pushing fragrances which will bring the whole into a divine peach feel and a skin musk. Foody and fruity and luscious.",https://possets.com/wp-content/uploads/2015/06/portrait-of-jane-small-600x597.jpg,Possets,"[""jane small was a very good-looking woman"", ""especially when person suffered from various illness"", ""malformation"", ""the like""]",[],[],https://possets.com/product/portrait-of-jane-small-holbein-perfume-oil/
Romanee-Conti Perfume Oil,"The finest of burgundy, the richest of scents. Very red, very lovely, very smooth. Hints of pomegranate with a background of vanilla and oak, a drift of black pepper, with overtones of black currant. What a lovely thing! Any connoisseur would love it. Exceptionally complex, and incredibly sexy. Foody.",https://possets.com/wp-content/uploads/2015/04/Romanee-Conti-1-600x600.jpg,Possets,"[""very red"", ""very lovely"", ""very smooth""]",[],[],https://possets.com/product/romanee-conti-perfume-oil/
Nebula Perfume Oil,"The beautiful clouds surrounding the nursery of stars, Nebulae, should be a fragrance that demands you return time and time again. Supremely subtle, alluring, and enduring, Nebulae is made up of about 7 different musks that have combined to become a wondrous cloud surrounding you all day long. White, grey, and a silver musk (not the famous Silver accord), with a foggy sort of sweet and beautiful musk which is called Musk 322, labdanum, and hawthorne. The whole is much more than the sum of the parts.",https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""foggy sort of sweet"", ""beautiful musk which is called musk 322"", ""labdanum"", ""hawthorne""]",[],[],https://possets.com/product/nebula-perfume-oil/
The Knight Perfume Oil,"The Knight tells a tale of two friends in Athens who are pursuing the hand of a lovely woman named Emily. A simple, beautiful, masculine fragrance that can actually be worn by anyone. A light light scrap of the softest leather combines with a drop of tobacco flower and fern. Cool and yet artfully sexy, this scent is just right for a tryst in a woodland glen where there are lady's slippers blooming. Type: masculine, leather, fougere",https://possets.com/wp-content/uploads/2012/03/The-Knight.jpg,Possets,"[""simple"", ""beautiful"", ""masculine fragrance that can actually be worn by anyone""]",[],[],https://possets.com/product/the-knight-perfume-oil/
Phi (Silver Lime) Perfume Oil,"Phi is a Greek letter that is the symbol of the Golden Section. The perfect wonder of the freshest lime and the famous ""silver' accord dancing along with a few secret enhancements. Delightful and perfect for spring and summer. Seductive in a fresh but not so innocent way. Suggested by one of the members of the forum.",https://possets.com/wp-content/uploads/2013/04/Phi-1-silver-lime-600x600.jpg,Possets,[],[],[],https://possets.com/product/phi-silver-lime-perfume-oil/
Silver Cedar,"Silver Cedar combines Possets' Silver accord with Virginia Cedarwood. A satisfying, soothing and calming blend, perfect for everyday use! This silver is sure to become a classic.   Vanilla, a hint of light florals, a bit of lemon and Virginia Cedar. *Oil is bottled in cobalt blue glass bottles, not the silver bottle pictured.",https://possets.com/wp-content/uploads/2018/05/Silver-Cedar-600x604.jpg,Possets,"[""satisfying"", ""soothing"", ""calming blend"", ""perfect for everyday use! this silver is sure to become a classic""]",[],[],https://possets.com/product/silver-cedar/
Libra the Balance Perfume Oil,"The sign of the balancing scales, this perfume performs a balancing act between the most sophisticated of rose essences and the most animalic of patchoulis. There is a drop of sandalwood in between to keep the mix from being too extreme and a tiny bit of lemon for zest. One of the prettiest of the spring blends and named after that most emollient of zodiac signs.",https://possets.com/wp-content/uploads/2014/05/Libra-transformed-600x600.jpg,Possets,[],[],[],https://possets.com/product/libra-the-balance-perfume-oil/
Vernal Sun Perfume Oil,"So happy to see the old boy back. Lemon and lightest vanilla like the rays of the welcome spring sunshine. A tiny amount of white musk to make it last for a while, a very very light whiff of the fruits to come in the summer, just to give it a solar tang. A pinch of borage, and drop of carrot but mostly blessed lemon and smooth sweetness.",https://possets.com/wp-content/uploads/2009/04/vernal-sun-600x544.jpg,Possets,"[""pinch of borage"", ""drop of carrot but mostly blessed lemon"", ""smooth sweetness""]",[],[],https://possets.com/product/vernal-sun-perfume-oil/
Samarkand Perfume Oil,"Samarkand is at the perfect intersection of East and West and the main city on the Silk Road. Filled with delicious musks, resins, patchoulis and incense it must have smelled fabulous. By the way, Samarkand is located in modern day Uzbekistan. It was a tremendous destination during the Middle Ages and much of the produce of the East reached Western Europe via trade in this city. Rich proprietary black musk, a thick addition of darkest black tea, knit together with a smooth but almost undetectable attar of roses (which is a catalyst for the whole). The most exquisite nag champa and finally topped off with a thick syrupy aged patchouli and a huge shot of incense. Very very potent stuff, very very sexy.",https://possets.com/wp-content/uploads/2016/05/products-samarkand.jpg,Possets,"[""filled"", ""delicious musks"", ""resin"", ""patchoulis"", ""incense it must have smelled fabulous""]",[],[],https://possets.com/product/samarkand-perfume-oil/
Pertelote (The Nun’s Priest’s Tale) Perfume Oil,"Pertelote (PEAR-teh-low-teh) is a hen who was one of the ""wives"" of Chanticleer, the fabulous and canny rooster. The Nun's Priest's Tale is an Aesop fable about a rooster who outsmarts a hungry fox. Very entertaining and one of the most popular of all the Canterbury Tales. Smooth brown sugar and cream mix with a twist of funnel cake and a light addition of pineapple juice, and a dusting of sweet spices for an alluring foody combination that is out of this world. Nothing but decadent fun. Type: foody",https://possets.com/wp-content/uploads/2012/03/pertelote.jpg,Possets,"[""pertelote (pear-teh-low-teh) is a hen who was one of the \""wives\"" of chanticleer"", ""the fabulous"", ""canny rooster""]",[],[],https://possets.com/product/pertelote-the-nun-s-priest-s-tale-perfume-oil/
My Lover’s Lips-Foody/Fruity Perfume Oil,"Three apricots drizzled over five vanillas to make a seminal and delightful sugar crust on sweet tart fruit. Foody, fruity, fabulous. This seems to be a very simple blend at first but the complexity appears as you wear it. Hints of hawthorne, a bit of moss, and the ripe juice of apricot (as averse to the pulp) all take their turn to show off their charms.",https://possets.com/wp-content/uploads/2015/02/MyLoversLips-600x600.jpg,Possets,"[""foody"", ""fruity"", ""fabulous""]",[],[],https://possets.com/product/my-lover-s-lips-foody-fruity-perfume-oil/
Shah Jahan and Mumtaz Mahal Perfume Oil,"As close to divinity as you can get, as close to perfect mortal love as possible. Rare Bulgarian zdravetz combined with ylang-ylang and a smoothing of rare and perfect red musk. A strong suggestion of patchouli of the finest aged variety, finished off with a kiss of oude infused lips, and a dollop of real Tahitian vanilla bean aged infusion. No other perfume so closely resembles that love of loves which Shah Jahan held for his beloved Mumtaz. Today you can see the rendering of devotion in marble: the Taj Mahal. In life, they loved so passionately that she died giving birth to their 16th child. A strong and sexual blend.",https://possets.com/wp-content/uploads/2013/01/Sha-Jahan-and-Mumtaz-Mahal-600x600.jpg,Possets,"[""as close to divinity as you can get"", ""as close to perfect mortal love as possible""]",[],[],https://possets.com/product/shah-jahan-and-mumtaz-mahal-perfume-oil/
Silver Violets Perfume Oil,"Deep purple Parma violets, white and skin musks, lashings of vanilla. Silver Violets is sweet but refreshing and welcome at any time of the year. Particularly reviving in the heat of summer months. Though violet scents are rather rare anymore, they seem to be an omission and are enjoying a new vogue. A very popular scent. Characteristics: floral, musky, vanilla, feminine, long lasting.",https://possets.com/wp-content/uploads/2007/05/silverviolets-600x604.jpg,Possets,"[""characteristic: floral"", ""musky"", ""vanilla"", ""feminine"", ""long lasting""]",[],[],https://possets.com/product/silver-violets-perfume-oil/
Phaeacia 100% Natural Perfume Oil,"100% Natural Phaeacia calls to mind the island on which Odysseus was introduced to and aided by the maiden Nausicaa. The combination of wood, spices, flowers, and citrus is worthy of a Mediterranean island vacation. Texas Cedarwood, Bulgarian Lavender, Sicilian Lemon, Indonesian Dark Patchouli, French Coriander.",https://possets.com/wp-content/uploads/2018/05/Phaecia-600x600.jpg,Possets,"[""texas cedarwood"", ""bulgarian lavender"", ""sicilian lemon"", ""indonesian dark patchouli"", ""french coriander""]",[],[],https://possets.com/product/phaeacia-100-natural-perfume-oil/
Silver Oude Perfume Oil,"Name says it all. It is difficult to take the strong glory of oude and tame it down with the delicate silver base but, if the proportions are right and the embellishments are in harmony, you can have one gorgeous and totally unexpected blend which will stay for hours and hours. Foody, resinous, wow. *Oil is bottled in cobalt blue glass bottles, not the silver bottle pictured.",https://possets.com/wp-content/uploads/2015/11/silveroude-600x604.jpg,Possets,"[""foody"", ""resinous"", ""wow""]",[],[],https://possets.com/product/silver-oude-perfume-oil/
Nefertiti and Akhenaten Perfume Oil,"Sweet sticky golden amber, a sugared spikenard, green patchouli, and a drop of yellow musk, mixed together with a skin of henna and a measure of sandalwood, this could very easily adorn the pampered flanks of a beauty such as Nefertiti and a genius such as Akhenaten. Sweet, deep, musky and holy. There is enough of the aromatic to keep this from going too sweetly on you, but enough of the smooth and suave so that it could become your favorite bedtime potion. Aptly named and divinely sensuous.",https://possets.com/wp-content/uploads/2013/01/NefertitAndAkhenaten-600x600.jpg,Possets,"[""sweet"", ""deep"", ""musky"", ""holy""]",[],[],https://possets.com/product/nefertiti-and-akhenaten-perfume-oil/
Mink Stole Perfume Oil,"Suitable for a 1920s Parisian artist in the burgeoning Jazz scene. Add sticky sweet vanilla bean syrup and a drop of butterscotch to the essence of serious sugar (as in ""give me some sugar""). You will be oh-so-popular, but remember to hold out for the stole and something bigger.",https://possets.com/wp-content/uploads/2015/04/mink-stole-600x600.jpg,Possets,"[""you will be oh-so-popular"", ""but remember to hold out for the stole"", ""something bigger""]",[],[],https://possets.com/product/mink-stole-perfume-oil/
Sanctum Sanctorum Perfume Oil,"Deep and ferny green fragrance covered with crystals of a slight vanilla but dry and pleasantly stiff in its play. This is a daytime scent, cool, with overtones of lemon zest-like backdrops with just a kiss of patchouli and vetiver to ground it all. Enchanting.",https://possets.com/wp-content/uploads/2010/03/Sanctum-1.jpg,Possets,"[""crystal of a slight vanilla but dry"", ""pleasantly stiff in it play""]",[],[],https://possets.com/product/sanctum-sanctorum-perfume-oil/
Morning Walk (Gainsborough) Perfume Oil,"A lovely couple out for a summer morning stroll with a tree lined bower in the background. Thomas Gainsborough is known for his portraits, of course, but he is well loved among artists for his landscapes, and particularly the verdant summery type. The deep greenery of a shady dell, an accord which is the jetty side of chlorophyll, combined with the scent of green tea brewing and a goodly waft of coumarin from a blooming sweet woodruff. This is an early summer stroll in a bottle, you are in an organza dress beside your honey and the white fluffy dog is in attendance.  There is a musky undertone to all this green and a dry edge to it all which lends a refreshing quality.",https://possets.com/wp-content/uploads/2015/06/Morning-Walk-Gainsborough-600x600.jpg,Possets,"[""the scent of green tea brewing"", ""goodly waft of coumarin from a blooming sweet woodruff""]",[],[],https://possets.com/product/morning-walk-gainsborough-perfume-oil/
Nausicaa 100% Natural Perfume Oil,"100% Natural Nausicaa is based on the unrequited love experienced by the beautiful Nausicaa when she offered her family's assistance after Odysseus had shipwrecked on her home island. The blend is that of a beautiful island woman piqued by the sharp pain of unrequited love represented by peppermint. Sicilian Lemon, U.S. Grapefruit, Italian Orange, Chinese Peppermint, Australian Tea Tree, Brazilian Rosewood, Kenyan Muhuhu.",https://possets.com/wp-content/uploads/2018/05/Nausicaa-broad-600x583.jpg,Possets,"[""grapefruit"", ""italian orange"", ""chinese peppermint"", ""australian tea tree"", ""brazilian rosewood"", ""kenyan muhuhu""]",[],[],https://possets.com/product/nausicaa-100-natural-perfume-oil/
Indy 499 Perfume Oil,This oil came out for race day in 2007 and smells like peony pie! Really. It smells like the two things Indiana is famous for when the 500 isn't running. A beautiful prominent fluffy peony scent is married with the flakiest and most tender of pie smells. It's like you walked into some divine Hoosier kitchen and smelled the scents floating in from an open window. Lovely.,https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""the flakiest"", ""most tender of pie smell""]",[],[],https://possets.com/product/indy-499-perfume-oil/
Queen of the Night Perfume Oil,"Queen of the Night is almost impossible. A deeply perfumy blend with a deeply foody core. It is dry and then again there is a dry sweetness to it. A remarkable scent, thoroughly entrancing and hypnotic. Queen of the Night is thoroughly original, maddeningly hard to classify;  it is in the same category as Mugler's Angel but it does not smell at all like Angel. Confused? It reminds one more of Balenciaga's Les Dix for its ""fabric"" like component (smells something like silk). perfumy, foody, gourmand, chic. The image on the label is a detail of Henri de Toulouse Lautrec's At The Moulon Rouge .",https://possets.com/wp-content/uploads/2008/09/queenofthenight-600x600.jpg,Possets,"[""perfumy"", ""foody"", ""gourmand"", ""chic""]",[],[],https://possets.com/product/queen-of-the-night-perfume-oil/
The White Crow (The Manciple’s Tale) Perfume Oil,"The story of how the crow used to be white and it was turned black. All the whitest of sweet fragrances blended together to be a clever conjure. A white leaf sage (more like Tuscan herbal accompaniment) goes together with lambs' ear (again a white leafed desert plant), mixed up with a cascade of distant white flowers from the Eastern woodland, and a drop of white tea. A beautiful concoction, just right for spring and for spring seduction by wit. A Manciple is a buyer for an academic institution or a monastery. Type: herbal, woody, tea",https://possets.com/wp-content/uploads/2012/03/The-White-Crow-600x600.jpg,Possets,"[""type: herbal"", ""woody"", ""tea""]",[],[],https://possets.com/product/the-white-crow-the-manciple-s-tale-perfume-oil/
Adamus Perfume Oil,"This stuff will indeed make you a seductive magnet. Sweet and amazingly sexy, it insinuates itself into her mind and lets you be the not-so-obscure object of her desire. Dry and sweet new mown hay (irresistible), is combined with tobacco flower (very attractive but non cloying), and our own concoction of sweet green moss and you can't miss. Buy it for him or wear it yourself. Type: masculine, woody, ferny",https://possets.com/wp-content/uploads/2016/05/products-adamusandevie.jpg,Possets,"[""type: masculine"", ""woody"", ""ferny""]",[],[],https://possets.com/product/adamus-perfume-oil/
Diaphanous Dress Perfume Oil,"If the lovely Primavera would wear a gown, she might be dressed in a garment made of snow crystals and flowers. Even into April, spring can get cold even while the flowers we all love press upward. Spring displays irony in her variability. Deepest and richest Mexican vanilla troupes bravely with the chill aquatic of snow falling in heavy doses and melting almost on contact. A tuft of chlorophyll is in the background and a hint of the flowers it all overtakes for just a while. This is an enchanting fragrance, a hypnotic springtime blend which is more about the atmosphere than the real flowers themselves.",https://possets.com/wp-content/uploads/2010/03/456px-Portrait_of_a_Lady_in_a_White_Dress_by_William_Merritt_Chase-1.jpg,Possets,"[""even into april"", ""spring can get cold even while the flower we all love press upward""]",[],[],https://possets.com/product/diaphanous-dress-perfume-oil/
Allen Ginsberg-Howl Perfume Oil,"I saw the best minds of my generation destroyed by madness... ---Allen Ginsberg Howl Perhaps the iconic poem of the Beat Generation, Howl needed to be cast as a perfume. By ""cast"" we mean to make a mold of it, as in the lost wax process, so that you can feel the time it portrays with your mind through scent. This was a time of big perfumes, the discovery of patchouli, cigarette smoke, chypre with a wild touch of something from the east. There was sweat and sex, the world was discovered for the first time. Possets' interpretation of Howl is unabashedly sexy, driven mad by welling passions. Black, red and amber musks wrestle furiously with sandalwood and opium tar resin. There is nothing light or gentle about this scent. A burning incense backs it up, black patchouli stands in the forefront. Dark, musky, resinous. Tremendously savage, dark and sweet like molasses rather than sugar. ...and yet, there is something innocent about it all.",https://possets.com/wp-content/uploads/2013/07/Ginsburg-Howl-600x583.jpg,Possets,"[""dark"", ""musky"", ""resinous""]",[],[],https://possets.com/product/allen-ginsberg-howl-perfume-oil/
Dance With Me Perfume Oil,"Refreshing and refined at once. A perennial favorite. A superb coumarin-laced subtle lavender combines with fizzy pink grapefruit, and it all rests on a bed of white musk. Enchantingly innocent but with loads of guile.",https://possets.com/wp-content/uploads/2014/02/Dance-With-Me-600x600.jpg,Possets,"[""fizzy pink grapefruit"", ""it all rest on a bed of white musk""]",[],[],https://possets.com/product/dance-with-me-perfume-oil/
Curve Perfume Oil,"You have the void, you have the point, you have the line, now bend it into a graceful bow, and you have the curve. Beautifully feminine, classic, the perfect celebration of being a woman. Abstract purple lilac essence mingles with the theme sign for the elegant classic shapes. Grapefruit (pink only) with an extra dose of the zest. A drop of Hidcotet lavender that has been aged and this becomes a fundamental piece of adornment for your wardrobe. Versatile yet unique, this gem can stun and delight you by itself or as a layering blend.",https://possets.com/wp-content/uploads/2013/04/curve-1-600x600.jpg,Possets,"[""beautifully feminine"", ""classic"", ""the perfect celebration of being a woman""]",[],[],https://possets.com/product/curve-perfume-oil/
Fornax the Furnace of Love Perfume Oil,"Meant to be a double entendre, the Furnace of Love means business. Like a fire, this perfume has a definite beginning, middle, and end. The top note is a strong, almost electric almond that burns as bright as the kindling of a new fire. Then it cozies down to cinnamon, a boozy vanilla, and a stiff shot of musk finishes it off. Very sexy and great for a date night that stretches into a much longer time frame. Please Note: This might cause sensitivity in people who tend to react to cinnamon. Please be sure to patch-test this blend in a small area first if you feel you might have a problem.",https://possets.com/wp-content/uploads/2014/05/fornax-transformed-600x600.jpg,Possets,"[""is a strong"", ""almost electric almond that burn as bright as the kindling of a new fire""]",[],[],https://possets.com/product/fornax-the-furnace-of-love-perfume-oil/
Courtly Love Perfume Oil,"The slow stately throb of courtly love as the man adores his lady and shows his love every day. Coconut (here used more as a serious element rather than a novelty) dances with apricot and a light kiss of vanilla and a very sweet, not stinky, jasmine to make a honey-ed note stand out. Swoony nice.",https://possets.com/wp-content/uploads/2011/11/courtlylove-600x600.jpg,Possets,"[""stand out""]",[],[],https://possets.com/product/courtly-love-perfume-oil/
Chocolate Incense Perfume Oil (Rev. 1),"No Valentine's Day would be complete without a foolish amount of chocolate! But this is the kind you can wear, a drug for your nose and an indulgence for your psyche. Sandalwood, amber, and frankincense bring out the smokey tease in chocolate which you probably had no idea was there. Downright narcotic, it's so sensuous.",https://possets.com/wp-content/uploads/2014/02/Chocolate-Incense-600x600.jpg,Possets,"[""sandalwood"", ""amber"", ""frankincense bring out the smokey tease in chocolate which you probably had no idea was there""]",[],[],https://possets.com/product/chocolate-incense-perfume-oil/
Death (The Pardoner’s Tale) Perfume Oil,"The Pardoner's Tale tells of how three men end up killing each other over treasure in an ironic story. A Pardoner was a man who was an itinerant preacher who was allowed by The Church to sell indulgences so that the faithful could get to heaven more easily without a nasty detour through Purgatory. Suave, sophisticated and as final as Death. As dark a vetiver as you could possibly smell mixes with smooth thyme and a good jolt of black amber. A faraway touch of incense and a tiny amount of pure smoke. A beautiful offering of the perfumers' art, would be at home on the Champs Elysees in Paris circa 1955. Type: chypre",https://possets.com/wp-content/uploads/2012/03/Death.jpg,Possets,"[""suave"", ""sophisticated"", ""as final as death""]",[],[],https://possets.com/product/death-the-pardoner-s-tale-perfume-oil/
Nuut-The Goddess of the Sky Perfume Oil,The sky goddess Nuut meets the earth then yields her silver treasure in this wonderful pairing of the well beloved silver base with the rich smell of earth and resins to compliment the formula. Really deep dark loamy long lasting and not for the faint of heart. There is a beautiful peppery edge to this one which is a natural outcropping of the scent of earth. Stunning. Spicy.,https://possets.com/wp-content/uploads/2012/07/Nuut-600x600.jpg,Possets,"[""the rich smell of earth"", ""resin to compliment the formula""]",[],[],https://possets.com/product/nuut-the-goddess-of-the-sky-perfume-oil/
Golden Section Perfume Oil,"The Golden Section was often used in glorious works of art (Leonardo was said to have relied on its perfection in many of his paintings). The concept is simple. The Golden Section is a line divided just where the entire line is the same proportion to the larger division, as the larger division is to the smaller. It was one of the most jealously guarded secrets of the Renaissance painters! On to perfume, which has perfect proportions as well! Golden Section is oddly and pleasantly animalic, unaggressively floral, and tempered with three ambers (one honeyed, one dry, and one very sweet and dripping golden). A wonderful perfume for ""first flirting"" with someone who you don't know well and need to get a boost to overcome their initial shyness. Delightful and silky. Hard to pin down and hard to forget because you don't want to forget...you want more.",https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""three amber (one honeyed"", ""one dry"", ""one very sweet"", ""dripping golden)""]",[],[],https://possets.com/product/golden-section-perfume-oil/
Mumkin Perfume Oil,"A mildly spicy but fresh floral ready for spring and very attractive. A whisper of pink phlox is added here to give this blend the mid-spring boost of the less watery fragrance we associate with the end of April or the beginning of May. ""Mumkin"" means ""maybe"" in Arabic.",https://possets.com/wp-content/uploads/2011/04/Mumkin-1-600x600.jpg,Possets,[],[],[],https://possets.com/product/mumkin-perfume-oil/
Fee Perfume Oil,"The smallest part of the Golden Section is called Fee. Though it is the smallest, it is essential and quite magical. This is a beckoning green. It does contain chlorophyll combined with menthol and a bit of eucalyptus as a compliment. The rich green base of an ivy essence is there for grounding. A tiny amount of lime is put in for good measure. Fee explores that warm and familiar side of green grassy foliage in its refreshing aspects. It provides inspiration and clears out the cobwebs of inaction and mental sluggishness!",https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""though it is the smallest"", ""it is essential"", ""quite magical""]",[],[],https://possets.com/product/fee-perfume-oil/
BBC-The Big Black Cat Perfume Oil,"Sweet and strong, but full of character, like a majestic big black cat! Buttery creme with a smooth caramel undercoat, bourbon vanilla (the kind with the tiny black specks), gourmet candy corn crushed and put in the mix, and a crust of burnt sugar with a crunch from some indefinable but thoroughly delightful source. All this with a kiss of cinnamon, a very small puff of clove, and one grain of allspice. Type: Spicy, foody, fall, heavy",https://possets.com/wp-content/uploads/2009/09/800px-Steinlein-chatnoir-600x639.jpg,Possets,"[""type: spicy"", ""foody"", ""fall"", ""heavy""]",[],[],https://possets.com/product/bbc-the-big-black-cat-perfume-oil/
Silver Vanilla Perfume Oil,"The famous and fabulous Possets' ""silver"" accord combined with some very special vanillas (plural). One sort of vanilla is not enough, this is a combination of: plush, dry, sweet, and resinous vanillas of the most orgasmic sorts. Yes, yes yes. What more can I say? Ineffable.  *Oil is bottled in cobalt blue glass bottles, not the silver bottle pictured.",https://possets.com/wp-content/uploads/2013/12/silvervanilla-600x604.jpg,Possets,"[""ye"", ""ye ye""]",[],[],https://possets.com/product/silver-vanilla-perfume-oil/
The Moon Perfume Oil,"Dante took a trip to Paradise. To get there he had to traverse the Solar System and passed the bodies which were known back in his day. The first one he encounters is the Moon, the ""silvered orb which rules the night"". White long silky spun threads of three white musks combined with an almost creamy insinuation of white beeswax carrying a very sophisticated edge. Not a foody blend despite the sweetness of beeswax. The Moon will intrigue you and tickle you at the same time, a little like falling in love. Ethereal but warm. Very skin-like and sexily calming. This one has a My Sin vibe to it, the best of vintage perfumery brought up to date in the 21st century.",https://possets.com/wp-content/uploads/2013/11/the-moon-600x600.jpg,Possets,"[""the first one he encounter is the moon"", ""the \""silvered orb which rule the night\""""]",[],[],https://possets.com/product/the-moon-perfume-oil/
Diamond Perfume Oil,"Of all the gems coveted by the ladies, the diamond stood out. A bauble of huge price and only seen on the fingers of those who were well and truly kept, whether legally or not. If he loved you, you got the one-carat+ diamond. Loved you not? CZ for you. Boohoo. Man-made ambergris combined with pink grapefruit, a small amount of white musk, and an elegant infusion of saffron. Musky and resinous. Downright dangerous.",https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""man-made ambergris combined"", ""pink grapefruit"", ""small amount of white musk"", ""an elegant infusion of saffron""]",[],[],https://possets.com/product/diamond-perfume-oil/
4 Seasons Summer (Kuniyoshi) Perfume Oil,"A perennial favorite is the Japanese image of Kuniyoshi and his lady who is busy dealing with the rains of summer on her fashionably high clogs. Somehow Kuniyoshi makes even the most mundane tasks look like epic chic scenes. Bamboo, silk, Japanese incense, a hint of water, fresh green shoots, and a small introduction of sandalwood in the mix to send a cooling breeze your way.",https://possets.com/wp-content/uploads/2015/06/4-Seasons-Summer-600x600.jpg,Possets,[],[],[],https://possets.com/product/4-seasons-summer-kuniyoshi-perfume-oil/
Alisoun (The Miller’s Tale) Perfume Oil,"Alisoun is the name of the miller's high-spirited wife. The Miller's Tale is full of lust and love on the fly. Sultry, tricky, and fun. Foody to the max with a thick veil of white vanilla starting off, building up to a crescendo of special Australian apricot and a layer of honey musk. Who could resist that? Nobody. You might end up getting in trouble over it, but you would have the time of your life. If ever anything suggested the romp of the Miller's Tale, it is this blend. Type: foody, sexy, musky",https://possets.com/wp-content/uploads/2012/03/Alisoun-transformed-600x600.jpg,Possets,"[""sultry"", ""tricky"", ""fun""]",[],[],https://possets.com/product/alisoun-the-miller-s-tale-perfume-oil/
Beatrice Perfume Oil,"La gloriosa donna della mia mente. The glorious lady of my mind. Beatrice appears very slightly in The Inferno. She was a real woman (Beatrice Portinari) whom Dante met in his life and fell madly in love with. She died when she was only twenty-four. In the Inferno, she is his guide and inspiration through the gloom of Perdition. Her fragrance reflects the simple marvel of true beauty in heart and soul. The Silver base combines with five of the most beautiful musks* which Possets produces. This is soft but long-lasting, subtle but wraps itself around your mind. There is nothing stirring, jolting, or vulgar about Beatrice. It is a hypnotic sort of blend. *Skin musk, 2 white musks, ""Crystalline"" musk, and grey musk.",https://possets.com/wp-content/uploads/2013/09/Beatrice-transformed-600x609.jpg,Possets,"[""*skin musk"", ""2 white musks"", ""\""crystalline\"" musk"", ""grey musk""]",[],[],https://possets.com/product/beatrice-perfume-oil/
Lavender Corset Perfume Oil,"Such a pretty and old fashioned yet bleeding edge modern scent! Lavender Corset is more lilac than lavender, very feminine, long lasting and a persistent whisper of a fragrance. Like a corset it creates a perception about you but one about which others are barely conscious. It is magical, though. Perfect as a day perfume but not prim, perfect as an evening perfume but not brash. Characteristics: Lilac, musk, versatile, feminine, clean, sophisticated, long lasting, cooling, summer scent..",https://possets.com/wp-content/uploads/2007/06/lavender-corset-600x616.jpg,Possets,"[""characteristic: lilac"", ""musk"", ""versatile"", ""feminine"", ""clean"", ""sophisticated"", ""long lasting"", ""cooling"", ""summer scent""]",[],[],https://possets.com/product/lavender-corset-perfume-oil/
Quantum Interconnect Perfume Oil,"Quantum Interconnect means that everything is connected in some way across the universe. In secret Geometry the connection is thought to be the graceful Fibonacci Curve which shows up in so many natural places. A Charming thought to make one of the perfumes be the product of the influence of this unifying principle. We chose simple darkness to illustrate the point through strength, and longevity. Black amber, black musk, black lavender, black coffee, black oude, black tea. Mmmmmm. Really good.",https://possets.com/wp-content/uploads/2013/04/Quantum-Interconnect-600x600.jpg,Possets,"[""black amber"", ""black musk"", ""black lavender"", ""black coffee"", ""black oude"", ""black tea""]",[],[],https://possets.com/product/quantum-interconnect-perfume-oil/
